word_sense_localizations	3	word_id	varchar(36)	NO	\N	MUL		
word_sense_localizations	4	lang_code	varchar(10)	NO	\N	MUL		
word_sense_localizations	5	short_meaning	text	YES	\N			
word_sense_localizations	6	full_localized_definition	text	YES	\N			
word_sense_localizations	7	source	varchar(50)	NO	\N	MUL		
word_sense_localizations	8	review_status	tinyint	NO	0	MUL		
word_sense_localizations	9	created_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED	
word_sense_localizations	10	updated_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED on update CURRENT_TIMESTAMP	
word_senses	1	id	varchar(36)	NO	\N	PRI		
word_senses	2	word_id	varchar(36)	NO	\N	MUL		
word_senses	3	definition	text	YES	\N			
word_senses	4	synonyms	text	YES	\N			
word_senses	5	antonyms	text	YES	\N			
word_senses	6	derived	text	YES	\N			
word_senses	7	coordinate_terms	text	YES	\N			
word_senses	8	form_of	text	YES	\N			
word_senses	9	alt_of	text	YES	\N			
word_sounds	1	id	varchar(36)	NO	\N	PRI		
word_sounds	2	word_id	varchar(36)	NO	\N	MUL		
word_sounds	3	ipa	varchar(255)	YES	\N			
word_sounds	4	tags	text	YES	\N			
word_sounds	5	sound_source	varchar(50)	NO	\N	MUL		
word_sounds	6	ogg_url	text	YES	\N			
word_sounds	7	mp3_url	text	YES	\N			
word_sounds	8	enpr	varchar(255)	YES	\N			
words	1	id	varchar(36)	NO	\N	PRI		
words	2	word	text	NO	\N			
words	3	normalized_word	text	NO	\N	MUL		
words	4	pos	varchar(50)	YES	\N			
words	5	lang	varchar(50)	YES	\N			
words	6	lang_code	varchar(10)	YES	\N			
words	7	word_source	varchar(50)	NO	\N			
words	8	other_source	varchar(100)	YES	\N			
words	9	cert_level	varchar(20)	YES	\N	MUL		
words	10	created_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED	
words	11	updated_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED on update CURRENT_TIMESTAMP	
